epoch, batch, loss
0, 0, 1.4082485437393188
0, 1, 1.40371835231781
0, 2, 1.3997042179107666
0, 3, 1.3955250978469849
0, 4, 1.3915077447891235
0, 5, 1.3878546953201294
0, 6, 1.3855326175689697
0, 7, 1.3795337677001953
0, 8, 1.3770253658294678
0, 9, 1.3730968236923218
0, 10, 1.36857008934021
0, 11, 1.365695595741272
0, 12, 1.3632620573043823
0, 13, 1.3613829612731934
0, 14, 1.3582907915115356
0, 15, 1.3572325706481934
0, 16, 1.3544367551803589
0, 17, 1.3525809049606323
0, 18, 1.351452350616455
0, 19, 1.348073959350586
0, 20, 1.346584677696228
0, 21, 1.3454773426055908
0, 22, 1.3430131673812866
0, 23, 1.3416496515274048
0, 24, 1.3396235704421997
0, 25, 1.3390895128250122
0, 26, 1.3366014957427979
0, 27, 1.3357832431793213
0, 28, 1.3349695205688477
0, 29, 1.3338373899459839
0, 30, 1.3322582244873047
0, 31, 1.3313593864440918
0, 32, 1.3303496837615967
0, 33, 1.328757405281067
0, 34, 1.3285677433013916
0, 35, 1.3271359205245972
0, 36, 1.325695514678955
0, 37, 1.324641466140747
0, 38, 1.323607087135315
0, 39, 1.3235565423965454
0, 40, 1.3227274417877197
0, 41, 1.321671485900879
0, 42, 1.322200059890747
0, 43, 1.320595383644104
0, 44, 1.3203200101852417
0, 45, 1.3202849626541138
0, 46, 1.3198970556259155
0, 47, 1.3192662000656128
0, 48, 1.3183190822601318
0, 49, 1.3182764053344727
1, 0, 1.3188426494598389
1, 1, 1.3173606395721436
1, 2, 1.317649006843567
1, 3, 1.3171472549438477
1, 4, 1.317792296409607
1, 5, 1.3171268701553345
1, 6, 1.3167351484298706
1, 7, 1.3158525228500366
1, 8, 1.3155450820922852
1, 9, 1.316616415977478
1, 10, 1.316002368927002
1, 11, 1.3163344860076904
1, 12, 1.316383719444275
1, 13, 1.3154044151306152
1, 14, 1.3163025379180908
1, 15, 1.3156654834747314
1, 16, 1.3148397207260132
1, 17, 1.3151252269744873
1, 18, 1.3152003288269043
1, 19, 1.3156328201293945
1, 20, 1.3153597116470337
1, 21, 1.3159154653549194
1, 22, 1.3143662214279175
1, 23, 1.3151075839996338
1, 24, 1.314763069152832
1, 25, 1.315400242805481
1, 26, 1.3142138719558716
1, 27, 1.3152050971984863
1, 28, 1.3143210411071777
1, 29, 1.3145018815994263
1, 30, 1.3147249221801758
1, 31, 1.3144067525863647
1, 32, 1.3140208721160889
1, 33, 1.3142950534820557
1, 34, 1.3143938779830933
1, 35, 1.3140285015106201
1, 36, 1.3138844966888428
1, 37, 1.3139411211013794
1, 38, 1.3145023584365845
1, 39, 1.3144632577896118
1, 40, 1.3142558336257935
1, 41, 1.3136179447174072
1, 42, 1.3142277002334595
1, 43, 1.3135586977005005
1, 44, 1.3144097328186035
1, 45, 1.3140535354614258
1, 46, 1.314011812210083
1, 47, 1.3137054443359375
1, 48, 1.313378095626831
1, 49, 1.3137286901474
2, 0, 1.314976692199707
2, 1, 1.3141186237335205
2, 2, 1.3138201236724854
2, 3, 1.3137232065200806
2, 4, 1.3136262893676758
2, 5, 1.3133937120437622
2, 6, 1.313916563987732
2, 7, 1.3132092952728271
2, 8, 1.3141263723373413
2, 9, 1.3141331672668457
2, 10, 1.3137118816375732
2, 11, 1.3133374452590942
2, 12, 1.3135812282562256
2, 13, 1.313246250152588
2, 14, 1.3132715225219727
2, 15, 1.313739538192749
2, 16, 1.3137682676315308
2, 17, 1.3139585256576538
2, 18, 1.3140172958374023
2, 19, 1.3129867315292358
2, 20, 1.3142324686050415
2, 21, 1.3129186630249023
2, 22, 1.3132538795471191
2, 23, 1.3134088516235352
2, 24, 1.313378095626831
2, 25, 1.3129445314407349
2, 26, 1.3130384683609009
2, 27, 1.313147783279419
2, 28, 1.312951683998108
2, 29, 1.3135474920272827
2, 30, 1.313515543937683
2, 31, 1.3130067586898804
2, 32, 1.313240885734558
2, 33, 1.3137811422348022
2, 34, 1.3128700256347656
2, 35, 1.3137972354888916
2, 36, 1.3131989240646362
2, 37, 1.3137813806533813
2, 38, 1.3126188516616821
2, 39, 1.313347578048706
2, 40, 1.3131396770477295
2, 41, 1.3138904571533203
2, 42, 1.3133329153060913
2, 43, 1.313494086265564
2, 44, 1.3129634857177734
2, 45, 1.3128859996795654
2, 46, 1.313141107559204
2, 47, 1.3129243850708008
2, 48, 1.3129597902297974
2, 49, 1.3131104707717896
3, 0, 1.312085509300232
3, 1, 1.3135567903518677
3, 2, 1.3123189210891724
3, 3, 1.3130346536636353
3, 4, 1.3132503032684326
3, 5, 1.3135932683944702
3, 6, 1.3131136894226074
3, 7, 1.3129476308822632
3, 8, 1.3134329319000244
3, 9, 1.3136855363845825
3, 10, 1.3126349449157715
3, 11, 1.3131531476974487
3, 12, 1.3135319948196411
3, 13, 1.3127151727676392
3, 14, 1.3135592937469482
3, 15, 1.3135586977005005
3, 16, 1.3135532140731812
3, 17, 1.3132277727127075
3, 18, 1.313373327255249
3, 19, 1.3130916357040405
3, 20, 1.3122777938842773
3, 21, 1.3126544952392578
3, 22, 1.312986135482788
3, 23, 1.3129611015319824
3, 24, 1.3131731748580933
3, 25, 1.3130848407745361
3, 26, 1.3126652240753174
3, 27, 1.3134413957595825
3, 28, 1.313218355178833
3, 29, 1.312695860862732
3, 30, 1.3128713369369507
3, 31, 1.3131139278411865
3, 32, 1.313037395477295
3, 33, 1.3129957914352417
3, 34, 1.3134186267852783
3, 35, 1.3132344484329224
3, 36, 1.3133881092071533
3, 37, 1.3131657838821411
3, 38, 1.3129414319992065
3, 39, 1.3133021593093872
3, 40, 1.3126699924468994
3, 41, 1.3129711151123047
3, 42, 1.3128465414047241
3, 43, 1.312684416770935
3, 44, 1.3132480382919312
3, 45, 1.3129171133041382
3, 46, 1.3132941722869873
3, 47, 1.3129196166992188
3, 48, 1.312496542930603
3, 49, 1.31204092502594
4, 0, 1.3134102821350098
4, 1, 1.31243097782135
4, 2, 1.3127400875091553
4, 3, 1.3132026195526123
4, 4, 1.3124130964279175
4, 5, 1.3129991292953491
4, 6, 1.312862515449524
4, 7, 1.3126015663146973
4, 8, 1.3125531673431396
4, 9, 1.3128820657730103
4, 10, 1.3130578994750977
4, 11, 1.312353253364563
4, 12, 1.3136584758758545
4, 13, 1.3126776218414307
4, 14, 1.3130491971969604
4, 15, 1.3124282360076904
4, 16, 1.3124375343322754
4, 17, 1.3128453493118286
4, 18, 1.3124773502349854
4, 19, 1.3129386901855469
4, 20, 1.3131381273269653
4, 21, 1.313297152519226
4, 22, 1.3121652603149414
4, 23, 1.312881350517273
4, 24, 1.3127304315567017
4, 25, 1.3127858638763428
4, 26, 1.3120802640914917
4, 27, 1.3131003379821777
4, 28, 1.312846302986145
4, 29, 1.3130072355270386
4, 30, 1.313171625137329
4, 31, 1.3130875825881958
4, 32, 1.3129907846450806
4, 33, 1.3129236698150635
4, 34, 1.3120774030685425
4, 35, 1.3122239112854004
4, 36, 1.3124780654907227
4, 37, 1.3123598098754883
4, 38, 1.3126211166381836
4, 39, 1.3121898174285889
4, 40, 1.3133208751678467
4, 41, 1.3124253749847412
4, 42, 1.312488317489624
4, 43, 1.312859058380127
4, 44, 1.3124022483825684
4, 45, 1.3129884004592896
4, 46, 1.3130691051483154
4, 47, 1.3127055168151855
4, 48, 1.313050389289856
4, 49, 1.3126643896102905
5, 0, 1.3122663497924805
5, 1, 1.312698483467102
5, 2, 1.3122059106826782
5, 3, 1.3124909400939941
5, 4, 1.3125354051589966
5, 5, 1.313110589981079
5, 6, 1.3124905824661255
5, 7, 1.3126572370529175
5, 8, 1.312569260597229
5, 9, 1.3126435279846191
5, 10, 1.313701868057251
5, 11, 1.312488079071045
5, 12, 1.3124430179595947
5, 13, 1.3123822212219238
5, 14, 1.3124196529388428
5, 15, 1.312152624130249
5, 16, 1.3129767179489136
5, 17, 1.3128950595855713
5, 18, 1.3118455410003662
5, 19, 1.3128211498260498
5, 20, 1.3123395442962646
5, 21, 1.3130016326904297
5, 22, 1.312692642211914
5, 23, 1.3125567436218262
5, 24, 1.312809944152832
5, 25, 1.313422441482544
5, 26, 1.3130364418029785
5, 27, 1.312003493309021
5, 28, 1.312188744544983
5, 29, 1.312374234199524
5, 30, 1.3129301071166992
5, 31, 1.3127676248550415
5, 32, 1.3125978708267212
5, 33, 1.3125580549240112
5, 34, 1.3133217096328735
5, 35, 1.3126288652420044
5, 36, 1.3123066425323486
5, 37, 1.312318205833435
5, 38, 1.3125287294387817
5, 39, 1.3125780820846558
5, 40, 1.3125624656677246
5, 41, 1.3125578165054321
5, 42, 1.3123095035552979
5, 43, 1.3122748136520386
5, 44, 1.3131693601608276
5, 45, 1.3130289316177368
5, 46, 1.3123103380203247
5, 47, 1.3131881952285767
5, 48, 1.3127392530441284
5, 49, 1.3128653764724731
6, 0, 1.3116837739944458
6, 1, 1.3125587701797485
6, 2, 1.3122609853744507
6, 3, 1.313070297241211
6, 4, 1.3123326301574707
6, 5, 1.3128103017807007
6, 6, 1.3127717971801758
6, 7, 1.3124513626098633
6, 8, 1.3121435642242432
6, 9, 1.3129050731658936
6, 10, 1.31209135055542
6, 11, 1.312371015548706
6, 12, 1.31290864944458
6, 13, 1.312812089920044
6, 14, 1.312588095664978
6, 15, 1.312511920928955
6, 16, 1.3121618032455444
6, 17, 1.3124374151229858
6, 18, 1.3125932216644287
6, 19, 1.3116880655288696
6, 20, 1.3116681575775146
6, 21, 1.311769962310791
6, 22, 1.3131011724472046
6, 23, 1.3120715618133545
6, 24, 1.312981367111206
6, 25, 1.3120781183242798
6, 26, 1.3125404119491577
6, 27, 1.3127280473709106
6, 28, 1.312070608139038
6, 29, 1.3126269578933716
6, 30, 1.312146544456482
6, 31, 1.3124122619628906
6, 32, 1.3116620779037476
6, 33, 1.3118165731430054
6, 34, 1.3124359846115112
6, 35, 1.3124089241027832
6, 36, 1.3128488063812256
6, 37, 1.3123842477798462
6, 38, 1.3122844696044922
6, 39, 1.3127871751785278
6, 40, 1.3118698596954346
6, 41, 1.3125109672546387
6, 42, 1.312347650527954
6, 43, 1.312298059463501
6, 44, 1.3124914169311523
6, 45, 1.3122563362121582
6, 46, 1.3121252059936523
6, 47, 1.3123207092285156
6, 48, 1.3123539686203003
6, 49, 1.3129205703735352
7, 0, 1.3127686977386475
7, 1, 1.3122769594192505
7, 2, 1.3123551607131958
7, 3, 1.3125321865081787
7, 4, 1.3125121593475342
7, 5, 1.3120988607406616
7, 6, 1.3126312494277954
7, 7, 1.3127611875534058
7, 8, 1.3126091957092285
7, 9, 1.3123910427093506
7, 10, 1.3127700090408325
7, 11, 1.3125678300857544
7, 12, 1.3122668266296387
7, 13, 1.3129081726074219
7, 14, 1.3121922016143799
7, 15, 1.3121826648712158
7, 16, 1.3119571208953857
7, 17, 1.3119465112686157
7, 18, 1.31267511844635
7, 19, 1.3120115995407104
7, 20, 1.3121991157531738
7, 21, 1.3124293088912964
7, 22, 1.311956524848938
7, 23, 1.3121663331985474
7, 24, 1.3123772144317627
7, 25, 1.3115730285644531
7, 26, 1.3125475645065308
7, 27, 1.3118045330047607
7, 28, 1.3127281665802002
7, 29, 1.3120718002319336
7, 30, 1.3123843669891357
7, 31, 1.3121579885482788
7, 32, 1.312110185623169
7, 33, 1.3117461204528809
7, 34, 1.3123111724853516
7, 35, 1.3120559453964233
7, 36, 1.3124889135360718
7, 37, 1.3121567964553833
7, 38, 1.3126507997512817
7, 39, 1.3126236200332642
7, 40, 1.3121311664581299
7, 41, 1.3119925260543823
7, 42, 1.3119621276855469
7, 43, 1.312288522720337
7, 44, 1.312493920326233
7, 45, 1.3117581605911255
7, 46, 1.3122807741165161
7, 47, 1.312826156616211
7, 48, 1.3132933378219604
7, 49, 1.3122109174728394
8, 0, 1.3122197389602661
8, 1, 1.3117594718933105
8, 2, 1.311752200126648
8, 3, 1.3126296997070312
8, 4, 1.3121036291122437
8, 5, 1.3123124837875366
8, 6, 1.3126773834228516
8, 7, 1.3126329183578491
8, 8, 1.311662197113037
8, 9, 1.312431812286377
8, 10, 1.3119356632232666
8, 11, 1.3123692274093628
8, 12, 1.3126018047332764
8, 13, 1.3120815753936768
8, 14, 1.312876582145691
8, 15, 1.3124768733978271
8, 16, 1.312276840209961
8, 17, 1.3121339082717896
8, 18, 1.3120547533035278
8, 19, 1.3123751878738403
8, 20, 1.3124126195907593
8, 21, 1.312861442565918
8, 22, 1.3119750022888184
8, 23, 1.3121657371520996
8, 24, 1.3120933771133423
8, 25, 1.3123445510864258
8, 26, 1.3123477697372437
8, 27, 1.312209129333496
8, 28, 1.311941146850586
8, 29, 1.3124089241027832
8, 30, 1.312261939048767
8, 31, 1.312538743019104
8, 32, 1.3122941255569458
8, 33, 1.311901569366455
8, 34, 1.3122550249099731
8, 35, 1.3118396997451782
8, 36, 1.311983585357666
8, 37, 1.3123753070831299
8, 38, 1.31209397315979
8, 39, 1.3116556406021118
8, 40, 1.3122930526733398
8, 41, 1.3124412298202515
8, 42, 1.3125156164169312
8, 43, 1.3122437000274658
8, 44, 1.312466025352478
