epoch, batch, loss
8, 45, 1.3127025365829468
8, 46, 1.312153697013855
8, 47, 1.311704158782959
8, 48, 1.3120348453521729
8, 49, 1.3130505084991455
9, 0, 1.3126763105392456
9, 1, 1.3125605583190918
9, 2, 1.312007188796997
9, 3, 1.3120453357696533
9, 4, 1.3119304180145264
9, 5, 1.3121410608291626
9, 6, 1.3123284578323364
9, 7, 1.3121702671051025
9, 8, 1.311763048171997
9, 9, 1.3124667406082153
9, 10, 1.3123785257339478
9, 11, 1.3121410608291626
9, 12, 1.3121715784072876
9, 13, 1.3125146627426147
9, 14, 1.3125200271606445
9, 15, 1.3125262260437012
9, 16, 1.3119194507598877
9, 17, 1.3123928308486938
9, 18, 1.3119795322418213
9, 19, 1.3126935958862305
9, 20, 1.3122650384902954
9, 21, 1.3126041889190674
9, 22, 1.3122637271881104
9, 23, 1.3125160932540894
9, 24, 1.3121888637542725
9, 25, 1.312164068222046
9, 26, 1.312806248664856
9, 27, 1.3119722604751587
9, 28, 1.3119510412216187
9, 29, 1.3125988245010376
9, 30, 1.3117806911468506
9, 31, 1.3126885890960693
9, 32, 1.3121953010559082
9, 33, 1.3120083808898926
9, 34, 1.3119451999664307
9, 35, 1.312263011932373
9, 36, 1.311919927597046
9, 37, 1.3113043308258057
9, 38, 1.3121339082717896
9, 39, 1.3122832775115967
9, 40, 1.3113590478897095
9, 41, 1.3122868537902832
9, 42, 1.3121681213378906
9, 43, 1.3121083974838257
9, 44, 1.3116871118545532
9, 45, 1.3119776248931885
9, 46, 1.3119269609451294
9, 47, 1.3117187023162842
9, 48, 1.311806082725525
9, 49, 1.3119583129882812
10, 0, 1.3122923374176025
10, 1, 1.3122403621673584
10, 2, 1.3121721744537354
10, 3, 1.3123126029968262
10, 4, 1.3122432231903076
10, 5, 1.3117785453796387
10, 6, 1.312221884727478
10, 7, 1.3125550746917725
10, 8, 1.3113811016082764
10, 9, 1.3122553825378418
10, 10, 1.312772512435913
10, 11, 1.312398076057434
10, 12, 1.3120602369308472
10, 13, 1.3121024370193481
10, 14, 1.311919927597046
10, 15, 1.3125485181808472
10, 16, 1.3123289346694946
10, 17, 1.3115426301956177
10, 18, 1.3126274347305298
10, 19, 1.3119399547576904
10, 20, 1.3123780488967896
10, 21, 1.3118058443069458
10, 22, 1.3125566244125366
10, 23, 1.3119899034500122
10, 24, 1.3125803470611572
10, 25, 1.3124439716339111
10, 26, 1.3113099336624146
10, 27, 1.311840534210205
10, 28, 1.3125865459442139
10, 29, 1.312099814414978
10, 30, 1.3124126195907593
10, 31, 1.3121575117111206
10, 32, 1.3120019435882568
10, 33, 1.312634825706482
10, 34, 1.312583327293396
10, 35, 1.3113176822662354
10, 36, 1.311594843864441
10, 37, 1.312729001045227
10, 38, 1.3113456964492798
10, 39, 1.3125303983688354
10, 40, 1.3116546869277954
10, 41, 1.3115661144256592
10, 42, 1.3117092847824097
10, 43, 1.3120630979537964
10, 44, 1.3122833967208862
10, 45, 1.31255304813385
10, 46, 1.3118504285812378
10, 47, 1.3123196363449097
10, 48, 1.3120468854904175
10, 49, 1.3128665685653687
11, 0, 1.3117707967758179
11, 1, 1.3116087913513184
11, 2, 1.3120938539505005
11, 3, 1.3120440244674683
11, 4, 1.3124505281448364
11, 5, 1.312260389328003
11, 6, 1.3125569820404053
11, 7, 1.3126182556152344
11, 8, 1.3123630285263062
11, 9, 1.311915397644043
11, 10, 1.312004804611206
11, 11, 1.3117600679397583
11, 12, 1.312035322189331
11, 13, 1.311058521270752
11, 14, 1.3121452331542969
11, 15, 1.3117247819900513
11, 16, 1.3117196559906006
11, 17, 1.312697410583496
11, 18, 1.311786413192749
11, 19, 1.3128384351730347
11, 20, 1.311911702156067
11, 21, 1.311248779296875
11, 22, 1.3123068809509277
11, 23, 1.3116060495376587
11, 24, 1.3120423555374146
11, 25, 1.311463475227356
11, 26, 1.3119322061538696
11, 27, 1.3120685815811157
11, 28, 1.312516212463379
11, 29, 1.3119778633117676
11, 30, 1.3117409944534302
11, 31, 1.3125807046890259
11, 32, 1.3116589784622192
11, 33, 1.3126839399337769
11, 34, 1.311794400215149
11, 35, 1.3122650384902954
11, 36, 1.3124725818634033
11, 37, 1.312027096748352
11, 38, 1.3120203018188477
11, 39, 1.3122073411941528
11, 40, 1.3118181228637695
11, 41, 1.3113332986831665
11, 42, 1.311851978302002
11, 43, 1.3114736080169678
11, 44, 1.311853289604187
11, 45, 1.3121798038482666
11, 46, 1.3119988441467285
11, 47, 1.3112318515777588
11, 48, 1.3121888637542725
11, 49, 1.3117234706878662
12, 0, 1.3119258880615234
12, 1, 1.311872124671936
12, 2, 1.3118131160736084
12, 3, 1.3118174076080322
12, 4, 1.3125392198562622
12, 5, 1.3117235898971558
12, 6, 1.312170147895813
12, 7, 1.3119598627090454
12, 8, 1.311589241027832
12, 9, 1.31193208694458
12, 10, 1.3120934963226318
12, 11, 1.3114428520202637
12, 12, 1.3118200302124023
12, 13, 1.3115273714065552
12, 14, 1.311889410018921
12, 15, 1.312151312828064
12, 16, 1.3123838901519775
12, 17, 1.3117419481277466
12, 18, 1.3118183612823486
12, 19, 1.3117680549621582
12, 20, 1.311623215675354
12, 21, 1.3122649192810059
12, 22, 1.3118716478347778
12, 23, 1.311527132987976
12, 24, 1.3123958110809326
12, 25, 1.3111498355865479
12, 26, 1.3114328384399414
12, 27, 1.3124830722808838
12, 28, 1.3112835884094238
12, 29, 1.3118171691894531
12, 30, 1.311750888824463
12, 31, 1.3123059272766113
12, 32, 1.3120617866516113
12, 33, 1.312652826309204
12, 34, 1.3114076852798462
12, 35, 1.3120499849319458
12, 36, 1.3118703365325928
12, 37, 1.3112990856170654
12, 38, 1.3112244606018066
12, 39, 1.3119831085205078
12, 40, 1.3120652437210083
12, 41, 1.3112053871154785
12, 42, 1.312108039855957
12, 43, 1.3119885921478271
12, 44, 1.3121329545974731
12, 45, 1.3121349811553955
12, 46, 1.3120747804641724
12, 47, 1.3117876052856445
12, 48, 1.3111340999603271
12, 49, 1.311635971069336
13, 0, 1.3111478090286255
13, 1, 1.311619520187378
13, 2, 1.3118653297424316
13, 3, 1.3120981454849243
13, 4, 1.3117200136184692
13, 5, 1.312394380569458
13, 6, 1.3117775917053223
13, 7, 1.312036395072937
13, 8, 1.3123420476913452
13, 9, 1.3120570182800293
13, 10, 1.3114409446716309
13, 11, 1.3119480609893799
13, 12, 1.3115239143371582
13, 13, 1.3122425079345703
13, 14, 1.3120008707046509
13, 15, 1.3117040395736694
13, 16, 1.3117921352386475
13, 17, 1.3125284910202026
13, 18, 1.3116432428359985
13, 19, 1.3115732669830322
13, 20, 1.3119432926177979
13, 21, 1.3116016387939453
13, 22, 1.3115848302841187
13, 23, 1.311874508857727
13, 24, 1.3113713264465332
13, 25, 1.3117492198944092
13, 26, 1.3122889995574951
13, 27, 1.311724305152893
13, 28, 1.311985731124878
13, 29, 1.3119330406188965
13, 30, 1.3123090267181396
13, 31, 1.3117856979370117
13, 32, 1.3123490810394287
13, 33, 1.3120242357254028
13, 34, 1.3116122484207153
13, 35, 1.3115079402923584
13, 36, 1.312396764755249
13, 37, 1.3118510246276855
13, 38, 1.3111512660980225
13, 39, 1.3117971420288086
13, 40, 1.312103509902954
13, 41, 1.3124064207077026
13, 42, 1.3123786449432373
13, 43, 1.3110387325286865
13, 44, 1.311302661895752
13, 45, 1.3119349479675293
13, 46, 1.3120347261428833
13, 47, 1.3117409944534302
13, 48, 1.3117337226867676
13, 49, 1.311726450920105
14, 0, 1.3120938539505005
14, 1, 1.3112926483154297
14, 2, 1.3116952180862427
14, 3, 1.3124600648880005
14, 4, 1.3117862939834595
14, 5, 1.3109737634658813
14, 6, 1.312078833580017
14, 7, 1.3119627237319946
14, 8, 1.3117129802703857
14, 9, 1.312819242477417
14, 10, 1.3115805387496948
14, 11, 1.3120073080062866
14, 12, 1.3122409582138062
14, 13, 1.311503291130066
14, 14, 1.3120487928390503
14, 15, 1.3123801946640015
14, 16, 1.3108547925949097
14, 17, 1.3124202489852905
14, 18, 1.3120789527893066
14, 19, 1.3114219903945923
14, 20, 1.3117947578430176
14, 21, 1.3119914531707764
14, 22, 1.3116600513458252
14, 23, 1.3115922212600708
14, 24, 1.3115251064300537
14, 25, 1.3119049072265625
14, 26, 1.3119393587112427
14, 27, 1.311761498451233
14, 28, 1.3113888502120972
14, 29, 1.3115241527557373
14, 30, 1.3113526105880737
14, 31, 1.312104344367981
14, 32, 1.3121322393417358
14, 33, 1.3118106126785278
14, 34, 1.3115805387496948
14, 35, 1.3122392892837524
14, 36, 1.3114081621170044
14, 37, 1.3113981485366821
14, 38, 1.311848521232605
14, 39, 1.311800479888916
14, 40, 1.3123875856399536
14, 41, 1.3125154972076416
14, 42, 1.311898112297058
14, 43, 1.312017560005188
14, 44, 1.3115335702896118
14, 45, 1.3117974996566772
14, 46, 1.3115864992141724
14, 47, 1.311810851097107
14, 48, 1.3116929531097412
14, 49, 1.3113301992416382
15, 0, 1.3117709159851074
15, 1, 1.3115959167480469
15, 2, 1.3121377229690552
15, 3, 1.3114334344863892
15, 4, 1.3121516704559326
15, 5, 1.3113019466400146
15, 6, 1.3116891384124756
15, 7, 1.3124674558639526
15, 8, 1.3115116357803345
15, 9, 1.31208336353302
15, 10, 1.3111145496368408
15, 11, 1.3118170499801636
15, 12, 1.3119304180145264
15, 13, 1.3111953735351562
15, 14, 1.311794638633728
15, 15, 1.3118259906768799
15, 16, 1.3118362426757812
15, 17, 1.3118764162063599
15, 18, 1.3117892742156982
15, 19, 1.3121901750564575
15, 20, 1.311721682548523
15, 21, 1.3111120462417603
15, 22, 1.312309980392456
15, 23, 1.3122825622558594
15, 24, 1.3114993572235107
15, 25, 1.3116258382797241
15, 26, 1.3122211694717407
15, 27, 1.3121180534362793
15, 28, 1.3114218711853027
15, 29, 1.3116849660873413
15, 30, 1.3120143413543701
15, 31, 1.312738060951233
15, 32, 1.3123375177383423
15, 33, 1.3117274045944214
15, 34, 1.3114593029022217
15, 35, 1.31175696849823
15, 36, 1.3119672536849976
15, 37, 1.31129789352417
15, 38, 1.3120859861373901
15, 39, 1.311144471168518
15, 40, 1.31206476688385
15, 41, 1.311635971069336
15, 42, 1.311774492263794
15, 43, 1.3119826316833496
15, 44, 1.31156587600708
15, 45, 1.3115893602371216
15, 46, 1.3113232851028442
15, 47, 1.3122389316558838
15, 48, 1.3117187023162842
15, 49, 1.3112199306488037
16, 0, 1.3117121458053589
16, 1, 1.3124388456344604
16, 2, 1.3117868900299072
16, 3, 1.3118871450424194
16, 4, 1.3123239278793335
16, 5, 1.311584711074829
16, 6, 1.3121105432510376
16, 7, 1.3115230798721313
16, 8, 1.3114193677902222
16, 9, 1.311608910560608
16, 10, 1.311402678489685
16, 11, 1.3117072582244873
16, 12, 1.311961054801941
16, 13, 1.3119722604751587
16, 14, 1.3111753463745117
16, 15, 1.311476707458496
16, 16, 1.3117423057556152
16, 17, 1.311479091644287
16, 18, 1.3109298944473267
16, 19, 1.3121086359024048
16, 20, 1.3120572566986084
16, 21, 1.311862587928772
16, 22, 1.311922550201416
16, 23, 1.311672329902649
16, 24, 1.3123432397842407
16, 25, 1.3116098642349243
16, 26, 1.3118648529052734
16, 27, 1.3115555047988892
16, 28, 1.3113558292388916
16, 29, 1.3111212253570557
16, 30, 1.3115347623825073
16, 31, 1.3117972612380981
16, 32, 1.3113124370574951
16, 33, 1.3116074800491333
16, 34, 1.3121039867401123
16, 35, 1.311437964439392
16, 36, 1.311821460723877
16, 37, 1.3117047548294067
16, 38, 1.3116322755813599
16, 39, 1.3108437061309814
16, 40, 1.311487078666687
16, 41, 1.3119810819625854
16, 42, 1.3118199110031128
16, 43, 1.3120734691619873
16, 44, 1.3113456964492798
16, 45, 1.3118817806243896
16, 46, 1.3122478723526
16, 47, 1.311497449874878
16, 48, 1.3117831945419312
16, 49, 1.3120399713516235
17, 0, 1.311489462852478
17, 1, 1.3116456270217896
17, 2, 1.3113954067230225
17, 3, 1.311130166053772
17, 4, 1.3120018243789673
17, 5, 1.3116607666015625
17, 6, 1.311213731765747
17, 7, 1.311919927597046
17, 8, 1.3113064765930176
17, 9, 1.310564637184143
17, 10, 1.3112560510635376
17, 11, 1.3116497993469238
17, 12, 1.3112781047821045
17, 13, 1.3115984201431274
17, 14, 1.311988115310669
17, 15, 1.3117334842681885
17, 16, 1.3114463090896606
17, 17, 1.3118269443511963
17, 18, 1.3121622800827026
17, 19, 1.3113467693328857
17, 20, 1.3115304708480835
17, 21, 1.3113534450531006
17, 22, 1.3124909400939941
17, 23, 1.3118555545806885
17, 24, 1.311737060546875
17, 25, 1.311216950416565
17, 26, 1.3113287687301636
17, 27, 1.3121099472045898
17, 28, 1.3116666078567505
17, 29, 1.312069058418274
17, 30, 1.311181902885437
17, 31, 1.3110343217849731
17, 32, 1.3114123344421387
17, 33, 1.3114441633224487
17, 34, 1.3115410804748535
17, 35, 1.3115431070327759
17, 36, 1.3116525411605835
17, 37, 1.3123657703399658
17, 38, 1.312087893486023
17, 39, 1.311700463294983
17, 40, 1.312132716178894
17, 41, 1.3120968341827393
17, 42, 1.3113956451416016
17, 43, 1.3116092681884766
17, 44, 1.3117105960845947
17, 45, 1.3115935325622559
17, 46, 1.3117930889129639
17, 47, 1.3118137121200562
17, 48, 1.3117152452468872
17, 49, 1.3118722438812256
18, 0, 1.312394618988037
18, 1, 1.3114089965820312
18, 2, 1.3121542930603027
18, 3, 1.3117437362670898
18, 4, 1.3119815587997437
18, 5, 1.3115259408950806
18, 6, 1.311810851097107
18, 7, 1.311871886253357
18, 8, 1.3115389347076416
18, 9, 1.3114900588989258
18, 10, 1.3117389678955078
18, 11, 1.311784267425537
18, 12, 1.3115971088409424
18, 13, 1.3112399578094482
18, 14, 1.3123607635498047
18, 15, 1.3113986253738403
18, 16, 1.3121815919876099
18, 17, 1.3115806579589844
18, 18, 1.3115962743759155
18, 19, 1.312045931816101
18, 20, 1.311639428138733
18, 21, 1.3116897344589233
18, 22, 1.31196928024292
18, 23, 1.3108752965927124
18, 24, 1.311691403388977
18, 25, 1.3114473819732666
18, 26, 1.3110604286193848
18, 27, 1.3112596273422241
18, 28, 1.311320424079895
18, 29, 1.3121029138565063
18, 30, 1.3122237920761108
18, 31, 1.3110640048980713
18, 32, 1.3116296529769897
18, 33, 1.311960220336914
18, 34, 1.31197988986969
18, 35, 1.3117505311965942
18, 36, 1.311549186706543
18, 37, 1.3116123676300049
18, 38, 1.3118184804916382
18, 39, 1.3119986057281494
18, 40, 1.3113794326782227
18, 41, 1.311441421508789
18, 42, 1.3121570348739624
18, 43, 1.311789870262146
18, 44, 1.3114864826202393
18, 45, 1.311731219291687
